dc,native_elems,latent_elems,bytes_ratio,rl2_latent,logit_spearman,rl2_sparse_orig,rl2_sparse_latent,sparse_support,model,regime,layer
32,256,32,0.125,1.0726671158297536,0.9334725027948061,0.010752886228818637,1.0740458602661502,0.6219512195121951,0.5B,needle,1
32,256,32,0.125,0.4369618744459907,0.977999471737506,0.0013945690118984668,0.4363785996439689,0.7560975609756098,0.5B,needle,1
32,256,32,0.125,0.2272049645443633,0.7966142981739855,0.1569010894500745,0.2211483823268435,0.7926829268292683,0.5B,needle,1
64,256,64,0.25,0.8012342007347374,0.9838619545029151,0.09599178185214907,0.8072772711219699,0.8170731707317073,0.5B,needle,1
64,256,64,0.25,0.29196558956017044,0.8948865592458656,0.7508016331966196,0.9027656252693526,0.7317073170731707,0.5B,needle,1
64,256,64,0.25,0.8549810227087656,0.9803273614295304,0.010752886228818637,0.8606661025750799,0.8170731707317073,0.5B,needle,1
64,256,64,0.25,0.3525282745913185,0.9943018966683386,0.0013945690118984668,0.3528770138025812,0.926829268292683,0.5B,needle,1
64,256,64,0.25,0.11680571124200785,0.9449360636420623,0.1569010894500745,0.18996679565099744,0.9024390243902439,0.5B,needle,1
128,256,128,0.5,0.4350231216589418,0.9997861968458784,0.09599178185214907,0.4569675580175886,0.9878048780487805,0.5B,needle,1
128,256,128,0.5,0.09944992948072888,0.9977536838676182,0.7508016331966196,0.731717335615666,0.926829268292683,0.5B,needle,1
128,256,128,0.5,0.3660872332534276,0.9998262434861432,0.010752886228818637,0.3673130410663043,0.9878048780487805,0.5B,needle,1
128,256,128,0.5,0.11604834044194347,0.9999548156020308,0.0013945690118984668,0.11604536006423172,0.9878048780487805,0.5B,needle,1
128,256,128,0.5,0.02395638681919039,0.9968543616576857,0.1569010894500745,0.16668435886606586,0.9634146341463414,0.5B,needle,1
192,256,192,0.75,0.024084244495246297,0.9999994543031464,0.09599178185214907,0.0979490071658311,1.0,0.5B,needle,1
192,256,192,0.75,0.007027613528349067,0.9999952570648831,0.7508016331966196,0.7438118713248569,0.9878048780487805,0.5B,needle,1
192,256,192,0.75,0.03312313534823382,0.9999994738609217,0.010752886228818637,0.034652732038532724,1.0,0.5B,needle,1
192,256,192,0.75,0.01802160870577697,0.9999998183920871,0.0013945690118984668,0.017927310856853142,1.0,0.5B,needle,1
192,256,192,0.75,0.0043745470294746175,0.9999899460811694,0.1569010894500745,0.15620438847123128,1.0,0.5B,needle,1
256,256,256,1.0,5.017810235288034e-07,0.999999999825377,0.09599178185214907,0.0959920104921736,1.0,0.5B,needle,1
256,256,256,1.0,3.2662164776206383e-07,0.9999999993015081,0.7508016331966196,0.7508017079472105,1.0,0.5B,needle,1
256,256,256,1.0,3.856229181215597e-07,0.999999999825377,0.010752886228818637,0.010752923462352295,1.0,0.5B,needle,1
256,256,256,1.0,1.7632076933507146e-06,0.999999999476131,0.0013945690118984668,0.001393642096752379,1.0,0.5B,needle,1
256,256,256,1.0,1.237620613027557e-06,0.9999999834108156,0.1569010894500745,0.15690137042117752,1.0,0.5B,needle,1
32,256,32,0.125,1.0076503799768093,0.972247171540576,0.005530981113231853,1.0069892928304938,0.7439024390243902,0.5B,needle,2
32,256,32,0.125,0.5658252275106842,0.9639001337947404,0.014225706496458093,0.5634749622141038,0.7439024390243902,0.5B,needle,2
32,256,32,0.125,1.3905992533114677,0.9535458337300767,0.02277925142839935,1.4298632403265963,0.6829268292682927,0.5B,needle,2
32,256,32,0.125,0.774822948292715,0.9617159259969548,0.08427448704665427,0.9023514096048065,0.6707317073170732,0.5B,needle,2
32,256,32,0.125,1.0804036289990944,0.9633637876531876,0.24900207748296607,1.215789102180745,0.6219512195121951,0.5B,needle,2
64,256,64,0.25,0.9809575698537144,0.9824621427129742,0.005530981113231853,0.9807548640656376,0.7682926829268293,0.5B,needle,2
64,256,64,0.25,0.5856311223071348,0.9811960491785288,0.014225706496458093,0.5894793204619982,0.7804878048780488,0.5B,needle,2
64,256,64,0.25,1.2022883217348748,0.9882856230836174,0.02277925142839935,1.2132237333433504,0.8414634146341463,0.5B,needle,2
64,256,64,0.25,0.7296340280181712,0.9891998359200447,0.08427448704665427,0.796532832389116,0.7926829268292683,0.5B,needle,2
64,256,64,0.25,0.8234459368267737,0.9849511933623593,0.24900207748296607,0.8573859992510217,0.8048780487804879,0.5B,needle,2
128,256,128,0.5,0.2749297902765711,0.9998998750174344,0.005530981113231853,0.2734424572964234,0.9878048780487805,0.5B,needle,2
128,256,128,0.5,0.244641890670932,0.999921421923182,0.014225706496458093,0.24547348773051902,0.9878048780487805,0.5B,needle,2
128,256,128,0.5,0.3023497832832758,0.9998959549058611,0.02277925142839935,0.30222403904817474,0.9878048780487805,0.5B,needle,2
128,256,128,0.5,0.38690923490869383,0.9999172400517421,0.08427448704665427,0.5053675687718535,0.975609756097561,0.5B,needle,2
128,256,128,0.5,0.29378220810986744,0.9998682921790245,0.24900207748296607,0.42623799512591715,0.9878048780487805,0.5B,needle,2
192,256,192,0.75,0.03215067492500003,0.9999996722326419,0.005530981113231853,0.033049462346275184,1.0,0.5B,needle,2
192,256,192,0.75,0.022766504176584927,0.9999997158883901,0.014225706496458093,0.027812571616327466,1.0,0.5B,needle,2
192,256,192,0.75,0.03463401930798985,0.9999995878897362,0.02277925142839935,0.04021369402936946,1.0,0.5B,needle,2
192,256,192,0.75,0.041609057684421066,0.9999994937679428,0.08427448704665427,0.11095382851231068,1.0,0.5B,needle,2
192,256,192,0.75,0.03639307563511018,0.9999996023834447,0.24900207748296607,0.2520606856616456,1.0,0.5B,needle,2
256,256,256,1.0,2.19628073867803e-06,0.9999999993015081,0.005530981113231853,0.00553257305096689,1.0,0.5B,needle,2
256,256,256,1.0,2.440276753742205e-06,0.999999998952262,0.014225706496458093,0.014225389527147138,1.0,0.5B,needle,2
256,256,256,1.0,2.2866033839744487e-06,0.999999999476131,0.02277925142839935,0.022779293970976635,1.0,0.5B,needle,2
256,256,256,1.0,1.155201765549049e-06,0.999999999476131,0.08427448704665427,0.08427543537867464,1.0,0.5B,needle,2
256,256,256,1.0,2.726138750542169e-06,0.999999998603016,0.24900207748296607,0.24899941071601958,1.0,0.5B,needle,2
32,256,32,0.125,0.5245940921146859,0.9238432847205272,0.002776108012385785,0.5260785540220231,0.5,0.5B,needle,3
32,256,32,0.125,0.25632248921865003,0.9578192970253854,0.16714213146687357,0.29652009338333407,0.7926829268292683,0.5B,needle,3
32,256,32,0.125,0.4223739688935587,0.9783209930058043,0.01164660393148218,0.42311518885446,0.8902439024390244,0.5B,needle,3
32,256,32,0.125,1.0848798499209276,0.8326416535783241,1.0181241245605783,1.4474397079721344,0.7073170731707317,0.5B,needle,3
32,256,32,0.125,1.0496556449608356,0.9197403346662236,0.14975341786885185,1.0898872708793597,0.6829268292682927,0.5B,needle,3
64,256,64,0.25,0.4805292604782598,0.9859063184452284,0.002776108012385785,0.48079062216565704,0.7682926829268293,0.5B,needle,3
64,256,64,0.25,0.23937451942766652,0.98121666342287,0.16714213146687357,0.284838932848007,0.8170731707317073,0.5B,needle,3
64,256,64,0.25,0.34072627029678304,0.9914425240851208,0.01164660393148218,0.3397571390904945,0.9390243902439024,0.5B,needle,3
64,256,64,0.25,0.5421001465352899,0.9486550699467068,1.0181241245605783,1.3852823796731601,0.8292682926829268,0.5B,needle,3
64,256,64,0.25,0.735629464205012,0.9776097821928803,0.14975341786885185,0.7595867420258648,0.7926829268292683,0.5B,needle,3
128,256,128,0.5,0.14215700768214914,0.9994283911897028,0.002776108012385785,0.14392123600720166,0.9634146341463414,0.5B,needle,3
128,256,128,0.5,0.13984038806024343,0.9978295551134194,0.16714213146687357,0.16972017178950724,0.9512195121951219,0.5B,needle,3
128,256,128,0.5,0.09333277469114973,0.9992520306977722,0.01164660393148218,0.09915187198496726,0.9634146341463414,0.5B,needle,3
128,256,128,0.5,0.5363238041991528,0.9980367182282265,1.0181241245605783,1.0341240935647955,0.9024390243902439,0.5B,needle,3
128,256,128,0.5,0.2706466973516662,0.9997126597856266,0.14975341786885185,0.362929666425642,0.9634146341463414,0.5B,needle,3
192,256,192,0.75,0.02487415201178702,0.9999965953755026,0.002776108012385785,0.025281156669048097,1.0,0.5B,needle,3
192,256,192,0.75,0.02703682206840428,0.9999933948852842,0.16714213146687357,0.16615708275228055,0.9878048780487805,0.5B,needle,3
192,256,192,0.75,0.018052792750177578,0.9999969212220078,0.01164660393148218,0.023262044860910026,0.9878048780487805,0.5B,needle,3
192,256,192,0.75,0.2559915160682825,0.9999808141717428,1.0181241245605783,1.0886999895923144,0.9878048780487805,0.5B,needle,3
192,256,192,0.75,0.0741489638015967,0.9999961677237924,0.14975341786885185,0.17674978561422544,1.0,0.5B,needle,3
256,256,256,1.0,3.31303190727219e-07,0.999999998952262,0.002776108012385785,0.0027759424847046375,1.0,0.5B,needle,3
256,256,256,1.0,3.4454703732221223e-07,0.999999998952262,0.16714213146687357,0.167142312328551,1.0,0.5B,needle,3
256,256,256,1.0,5.116517647377875e-07,0.999999999650754,0.01164660393148218,0.011646275147007858,1.0,0.5B,needle,3
256,256,256,1.0,5.0120336943208375e-06,0.9999999993015081,1.0181241245605783,1.0181230977423903,1.0,0.5B,needle,3
256,256,256,1.0,7.374555275437234e-06,0.999999999476131,0.14975341786885185,0.14974619492660715,1.0,0.5B,needle,3
32,256,32,0.125,1.7125336301071479,0.9715350512911037,0.003426531635256069,1.7157722019800339,0.7195121951219512,0.5B,needle,4
32,256,32,0.125,0.3927075256439477,0.9645404412113951,0.05990358138306711,0.4205890822984877,0.8414634146341463,0.5B,needle,4
32,256,32,0.125,1.6912277162389941,0.9727154726896344,0.00629032885121567,1.7019904700351003,0.7804878048780488,0.5B,needle,4
32,256,32,0.125,0.21566672442493393,0.9618974097528814,0.14159550700599738,0.2757656939376936,0.6341463414634146,0.5B,needle,4
32,256,32,0.125,0.830218119928108,0.9076499801265064,0.0016860595199944064,0.8413031316127529,0.4268292682926829,0.5B,needle,4
64,256,64,0.25,1.5676943760544957,0.9927832944440943,0.003426531635256069,1.5701604315836635,0.8902439024390244,0.5B,needle,4
64,256,64,0.25,0.2547035984395794,0.991792976017809,0.05990358138306711,0.2917482254940989,0.8658536585365854,0.5B,needle,4
64,256,64,0.25,1.4962868700586163,0.9923941334832689,0.00629032885121567,1.50091867126998,0.8536585365853658,0.5B,needle,4
64,256,64,0.25,0.16321813432934068,0.9903321909427273,0.14159550700599738,0.29052109771958273,0.8292682926829268,0.5B,needle,4
64,256,64,0.25,0.6008347233231898,0.9796929321720709,0.0016860595199944064,0.6013025130682182,0.6829268292682927,0.5B,needle,4
128,256,128,0.5,1.6387427359270539,0.9992903272663997,0.003426531635256069,1.6430166998042672,0.9634146341463414,0.5B,needle,4
128,256,128,0.5,0.2017406190664186,0.9987133676583465,0.05990358138306711,0.2367478892701923,0.9634146341463414,0.5B,needle,4
128,256,128,0.5,1.3960916414023463,0.9991576686232265,0.00629032885121567,1.40112081714279,0.9512195121951219,0.5B,needle,4
128,256,128,0.5,0.06922587883221903,0.9990587480154446,0.14159550700599738,0.18850381977026542,0.926829268292683,0.5B,needle,4
128,256,128,0.5,0.2192921575610654,0.9993519043978507,0.0016860595199944064,0.22005283614046536,0.9634146341463414,0.5B,needle,4
192,256,192,0.75,0.24865999225549923,0.9999296639538356,0.003426531635256069,0.2487076944716223,0.975609756097561,0.5B,needle,4
192,256,192,0.75,0.038313883060558634,0.9998589540398429,0.05990358138306711,0.07963649376389408,0.9878048780487805,0.5B,needle,4
192,256,192,0.75,0.2285642280580197,0.9999119346559642,0.00629032885121567,0.2290113086633428,0.9878048780487805,0.5B,needle,4
192,256,192,0.75,0.011189532351628442,0.9999567106107524,0.14159550700599738,0.1445594279730214,1.0,0.5B,needle,4
192,256,192,0.75,0.0445734122371378,0.9999647469355202,0.0016860595199944064,0.04538387768761489,1.0,0.5B,needle,4
256,256,256,1.0,2.275944679481676e-06,0.999999998428393,0.003426531635256069,0.003427992720703203,1.0,0.5B,needle,4
256,256,256,1.0,5.687796406544454e-07,0.999999998428393,0.05990358138306711,0.059903578722357215,1.0,0.5B,needle,4
256,256,256,1.0,3.744336851189904e-06,0.999999999825377,0.00629032885121567,0.0062925204147415885,1.0,0.5B,needle,4
256,256,256,1.0,1.6893310008368634e-07,0.999999999650754,0.14159550700599738,0.14159545765813836,1.0,0.5B,needle,4
256,256,256,1.0,1.1228409640402017e-06,0.999999999476131,0.0016860595199944064,0.001685134155680755,1.0,0.5B,needle,4
32,256,32,0.125,0.3264272898666574,0.8979172162052261,0.4020368792898894,0.35415594117598825,0.5121951219512195,0.5B,needle,5
32,256,32,0.125,0.24752063143007713,0.915018087309932,0.23275184241936667,0.24403015253108,0.524390243902439,0.5B,needle,5
32,256,32,0.125,0.40452255995874437,0.9119482206783128,0.0745244515282452,0.41688161659385653,0.6829268292682927,0.5B,needle,5
32,256,32,0.125,0.7800367754808579,0.9476968150959314,0.008803039567778528,0.7800324740588837,0.7439024390243902,0.5B,needle,5
32,256,32,0.125,1.2285410490383082,0.9596986003296547,0.38876624288328787,1.0559529392407763,0.6097560975609756,0.5B,needle,5
64,256,64,0.25,0.35588225458153905,0.9587385744524829,0.4020368792898894,0.24827954984783115,0.6829268292682927,0.5B,needle,5
64,256,64,0.25,0.20175549449315064,0.9649557502192148,0.23275184241936667,0.27365590349739505,0.6951219512195121,0.5B,needle,5
64,256,64,0.25,0.2810434147955996,0.978249814403698,0.0745244515282452,0.2924459455870624,0.8292682926829268,0.5B,needle,5
64,256,64,0.25,0.667677389752055,0.9858452871852539,0.008803039567778528,0.6662846172293152,0.7804878048780488,0.5B,needle,5
64,256,64,0.25,1.2801872719293146,0.984163553383171,0.38876624288328787,1.1297886201794534,0.7439024390243902,0.5B,needle,5
128,256,128,0.5,0.3427511888770939,0.9940531671693573,0.4020368792898894,0.1661382725441976,0.8414634146341463,0.5B,needle,5
128,256,128,0.5,0.18144167439515754,0.9945556320846644,0.23275184241936667,0.23118867552898822,0.8292682926829268,0.5B,needle,5
128,256,128,0.5,0.13207771771660215,0.9969305494949735,0.0745244515282452,0.15282648733664986,0.9634146341463414,0.5B,needle,5
128,256,128,0.5,0.6997674610985561,0.9990407602755433,0.008803039567778528,0.7040838282308884,0.9512195121951219,0.5B,needle,5
128,256,128,0.5,1.260408533670051,0.9979626934459548,0.38876624288328787,1.1134790747108487,0.9024390243902439,0.5B,needle,5
192,256,192,0.75,0.14509060117919717,0.9998310082491343,0.4020368792898894,0.3428680576646323,0.9634146341463414,0.5B,needle,5
192,256,192,0.75,0.08263747827954789,0.9998161104630968,0.23275184241936667,0.1929247713279723,0.975609756097561,0.5B,needle,5
192,256,192,0.75,0.043008252150440955,0.9998634552967373,0.0745244515282452,0.10149950366605377,0.9878048780487805,0.5B,needle,5
192,256,192,0.75,0.3957769005176399,0.9998666255771779,0.008803039567778528,0.39688271657712776,0.975609756097561,0.5B,needle,5
192,256,192,0.75,0.8684222386998515,0.9998127063624683,0.38876624288328787,0.7058894244436931,0.975609756097561,0.5B,needle,5
256,256,256,1.0,3.853490875019601e-07,0.999999999476131,0.4020368792898894,0.40203728111031534,1.0,0.5B,needle,5
256,256,256,1.0,2.89981578933837e-07,0.999999999476131,0.23275184241936667,0.23275213999370326,1.0,0.5B,needle,5
256,256,256,1.0,4.1332512168375156e-07,0.999999999650754,0.0745244515282452,0.07452470820836486,1.0,0.5B,needle,5
256,256,256,1.0,1.874789275009713e-06,0.999999999476131,0.008803039567778528,0.008802892878959547,1.0,0.5B,needle,5
256,256,256,1.0,6.460449187216085e-07,0.999999999476131,0.38876624288328787,0.38876680043305645,1.0,0.5B,needle,5
32,256,32,0.125,0.2699782732708208,0.9051078671374391,0.2600084308289401,0.4614880573474087,0.5365853658536586,0.5B,needle,6
32,256,32,0.125,0.32095740145258106,0.9121886728727958,0.15819332405228342,0.39646024591019235,0.5853658536585366,0.5B,needle,6
32,256,32,0.125,0.7030314295742975,0.9171041903385596,0.0030551592745608476,0.7062297289227728,0.5975609756097561,0.5B,needle,6
32,256,32,0.125,0.8803587395545114,0.9436150377303012,0.015472640011611517,0.8785523406648365,0.6097560975609756,0.5B,needle,6
32,256,32,0.125,1.8098478517239076,0.9162957800020742,0.012256826691454094,1.7922216821868666,0.5609756097560976,0.5B,needle,6
64,256,64,0.25,0.20327164840642417,0.9627698992190636,0.2600084308289401,0.33286213388707514,0.7439024390243902,0.5B,needle,6
64,256,64,0.25,0.24723401136219184,0.9724198139597364,0.15819332405228342,0.3128664293959411,0.7439024390243902,0.5B,needle,6
64,256,64,0.25,0.5255061161597745,0.9777283375846348,0.0030551592745608476,0.5263509995782649,0.8048780487804879,0.5B,needle,6
64,256,64,0.25,0.9857920131172593,0.9860317937969554,0.015472640011611517,0.9898528412475124,0.8048780487804879,0.5B,needle,6
64,256,64,0.25,2.923817177443201,0.9822216445926439,0.012256826691454094,2.9300178519614826,0.8048780487804879,0.5B,needle,6
128,256,128,0.5,0.1649458292417567,0.997933557250302,0.2600084308289401,0.3252565547130371,0.9146341463414634,0.5B,needle,6
128,256,128,0.5,0.15769476224883539,0.9982151642425643,0.15819332405228342,0.2188236711427711,0.926829268292683,0.5B,needle,6
128,256,128,0.5,0.31768448971647034,0.998949650554245,0.0030551592745608476,0.3180715880665114,0.9512195121951219,0.5B,needle,6
128,256,128,0.5,0.6192599808326709,0.9989248383731485,0.015472640011611517,0.6261085236108579,0.975609756097561,0.5B,needle,6
128,256,128,0.5,2.1014691984660603,0.9983651531700695,0.012256826691454094,2.1062043922560836,0.9512195121951219,0.5B,needle,6
192,256,192,0.75,0.02564254865867217,0.9999579738334848,0.2600084308289401,0.24521209635690192,1.0,0.5B,needle,6
192,256,192,0.75,0.023790038646591526,0.9999634638057665,0.15819332405228342,0.15690424037151532,0.9878048780487805,0.5B,needle,6
192,256,192,0.75,0.05393955388180097,0.9999842175738792,0.0030551592745608476,0.053966208800958676,1.0,0.5B,needle,6
192,256,192,0.75,0.11869962685086613,0.9999321057071489,0.015472640011611517,0.11987275329673462,0.9878048780487805,0.5B,needle,6
192,256,192,0.75,0.4356853430598399,0.999877430200256,0.012256826691454094,0.4342056066552587,1.0,0.5B,needle,6
256,256,256,1.0,1.3141587782730025e-07,0.999999999650754,0.2600084308289401,0.26000859105891233,1.0,0.5B,needle,6
256,256,256,1.0,1.4428736786851662e-07,0.999999999825377,0.15819332405228342,0.1581934309808131,1.0,0.5B,needle,6
256,256,256,1.0,7.901896084436984e-07,1.0,0.0030551592745608476,0.0030551079512993427,1.0,0.5B,needle,6
256,256,256,1.0,6.815295305402012e-07,0.9999999993015081,0.015472640011611517,0.01547234039216925,1.0,0.5B,needle,6
256,256,256,1.0,6.650983650300756e-07,0.999999998777639,0.012256826691454094,0.012256944076050148,1.0,0.5B,needle,6
32,256,32,0.125,1.3386372697689437,0.9298427478735669,0.003309333765376505,1.3356148218309214,0.8048780487804879,0.5B,needle,7
32,256,32,0.125,1.3038768628864161,0.9264187851020156,0.005879486295762672,1.299233714221073,0.7317073170731707,0.5B,needle,7
32,256,32,0.125,1.3666243321820264,0.9316940821622697,0.012677666755225483,1.3567826585388025,0.7560975609756098,0.5B,needle,7
32,256,32,0.125,0.5014708699919742,0.959425083271419,0.0006167456122903142,0.5012675520869704,0.8170731707317073,0.5B,needle,7
32,256,32,0.125,0.4137988633938775,0.9571975637326428,0.001329393466124226,0.4141518298247848,0.9146341463414634,0.5B,needle,7
64,256,64,0.25,1.6446701374145898,0.9761394227137072,0.003309333765376505,1.6429387379100102,0.8414634146341463,0.5B,needle,7
64,256,64,0.25,1.9143937648956841,0.9779084582334769,0.005879486295762672,1.914618618941152,0.8414634146341463,0.5B,needle,7
64,256,64,0.25,1.5806954330047847,0.9749447243138797,0.012677666755225483,1.5737351017740646,0.8902439024390244,0.5B,needle,7
64,256,64,0.25,0.5189287898264673,0.9774159185398545,0.0006167456122903142,0.5188393228296323,0.8658536585365854,0.5B,needle,7
64,256,64,0.25,0.553436983554066,0.9740107782061117,0.001329393466124226,0.554412900193475,0.9390243902439024,0.5B,needle,7
128,256,128,0.5,1.3471771014740566,0.9987664060746785,0.003309333765376505,1.3451636977713768,0.9634146341463414,0.5B,needle,7
128,256,128,0.5,1.1931618943858346,0.9990193773407863,0.005879486295762672,1.1907298874521708,0.9878048780487805,0.5B,needle,7
128,256,128,0.5,1.2325301788046497,0.9985735795076089,0.012677666755225483,1.224433680748119,0.975609756097561,0.5B,needle,7
128,256,128,0.5,0.4897323212327946,0.9986557387527705,0.0006167456122903142,0.4896246889870863,0.975609756097561,0.5B,needle,7
128,256,128,0.5,0.2052440803404127,0.9981164786773311,0.001329393466124226,0.20518695041011065,1.0,0.5B,needle,7
192,256,192,0.75,1.1229133499280715,0.9998096312515591,0.003309333765376505,1.1210198222433745,0.9878048780487805,0.5B,needle,7
192,256,192,0.75,0.9668904799374908,0.9998321914945358,0.005879486295762672,0.9637531400322429,0.9878048780487805,0.5B,needle,7
192,256,192,0.75,1.0629246881269503,0.9997946922544951,0.012677666755225483,1.0553664906833138,1.0,0.5B,needle,7
192,256,192,0.75,0.34713305943998135,0.9998553465034274,0.0006167456122903142,0.34692099561851997,1.0,0.5B,needle,7
192,256,192,0.75,0.13825453746287641,0.9998105047157707,0.001329393466124226,0.1379626493416466,1.0,0.5B,needle,7
256,256,256,1.0,9.384439381900294e-07,0.9999999993015081,0.003309333765376505,0.0033094716561699556,1.0,0.5B,needle,7
256,256,256,1.0,2.7076847112832546e-06,0.9999999991268851,0.005879486295762672,0.005880839509793782,1.0,0.5B,needle,7
256,256,256,1.0,8.028863610095428e-07,0.999999999476131,0.012677666755225483,0.012678253193056908,1.0,0.5B,needle,7
256,256,256,1.0,6.1874849932135105e-06,0.9999999993015081,0.0006167456122903142,0.000615342439564738,1.0,0.5B,needle,7
256,256,256,1.0,2.963653277946307e-06,0.999999999476131,0.001329393466124226,0.0013293269599385278,1.0,0.5B,needle,7
32,256,32,0.125,0.1489238425299841,0.9327512134412096,0.16557416079995244,0.3745854095073901,0.7073170731707317,0.5B,needle,8
32,256,32,0.125,0.6374454058137047,0.9718976665883797,1.7922703978033555e-12,0.637445405791465,0.7195121951219512,0.5B,needle,8
32,256,32,0.125,0.35222451214909045,0.939969429660629,0.015491073737306687,0.3785352084448666,0.7195121951219512,0.5B,needle,8
32,256,32,0.125,0.4062179317889143,0.9358931117082565,0.009641087897415091,0.4114096147319443,0.8780487804878049,0.5B,needle,8
32,256,32,0.125,1.4127157350851014,0.9488136506747209,0.025282066058846652,1.4482454378948528,0.7804878048780488,0.5B,needle,8
64,256,64,0.25,0.05865038030134785,0.9913684022124649,0.16557416079995244,0.1285262170477318,0.8536585365853658,0.5B,needle,8
64,256,64,0.25,0.45779964642632587,0.987047135348913,1.7922703978033555e-12,0.4577996464263322,0.8292682926829268,0.5B,needle,8
64,256,64,0.25,0.14786144669663231,0.9900097382353835,0.015491073737306687,0.15498753422526804,0.8414634146341463,0.5B,needle,8
64,256,64,0.25,0.2597749617296144,0.9828497530216204,0.009641087897415091,0.2617248327004633,0.9512195121951219,0.5B,needle,8
64,256,64,0.25,1.2363584704359847,0.9851020049387853,0.025282066058846652,1.2548678674182745,0.8658536585365854,0.5B,needle,8
128,256,128,0.5,0.039546622917877444,0.9986291375591092,0.16557416079995244,0.18726551852645493,0.9390243902439024,0.5B,needle,8
128,256,128,0.5,0.15343698416337997,0.9998042219551002,1.7922703978033555e-12,0.15343698416322563,0.975609756097561,0.5B,needle,8
128,256,128,0.5,0.08148619988652975,0.9995984325993803,0.015491073737306687,0.08712966093644026,0.9512195121951219,0.5B,needle,8
128,256,128,0.5,0.14074180118650118,0.9985610674209039,0.009641087897415091,0.1438150013724883,0.975609756097561,0.5B,needle,8
128,256,128,0.5,1.155497589692588,0.9990029400784413,0.025282066058846652,1.1727092745974148,0.9512195121951219,0.5B,needle,8
192,256,192,0.75,0.014808440708478027,0.9999320961028841,0.16557416079995244,0.1629157080231845,0.9878048780487805,0.5B,needle,8
192,256,192,0.75,0.0673979823044877,0.9999909389875085,1.7922703978033555e-12,0.06739798230441486,0.975609756097561,0.5B,needle,8
192,256,192,0.75,0.02701182729765553,0.9999809547432522,0.015491073737306687,0.02881860337244377,1.0,0.5B,needle,8
192,256,192,0.75,0.045548009704017386,0.9997877474980577,0.009641087897415091,0.04753424860456117,0.9878048780487805,0.5B,needle,8
192,256,192,0.75,0.26524712448500465,0.9998351061269145,0.025282066058846652,0.25856782840844783,0.9878048780487805,0.5B,needle,8
256,256,256,1.0,5.876075947081935e-07,0.9999999980791471,0.16557416079995244,0.1655744609302126,1.0,0.5B,needle,8
256,256,256,1.0,4.3742019907522954e-07,0.9999999968567861,1.7922703978033555e-12,4.374200405391507e-07,1.0,0.5B,needle,8
256,256,256,1.0,1.6405420911362958e-06,0.999999998603016,0.015491073737306687,0.015490572389592238,1.0,0.5B,needle,8
256,256,256,1.0,3.915132844078515e-07,0.999999999650754,0.009641087897415091,0.009640932046228458,1.0,0.5B,needle,8
256,256,256,1.0,7.383714789993599e-07,0.999999999825377,0.025282066058846652,0.025281890856801104,1.0,0.5B,needle,8
32,256,32,0.125,0.3829431829386158,0.9095203378440827,0.00978952524882609,0.40252035231260735,0.8902439024390244,0.5B,needle,9
32,256,32,0.125,0.24833392696324674,0.906607438598644,0.021103169066446926,0.24772298684493185,0.8780487804878049,0.5B,needle,9
32,256,32,0.125,0.6270764756152675,0.8885108986191428,0.31543723416331093,0.5417798289254635,0.5,0.5B,needle,9
32,256,32,0.125,0.43413859567519936,0.9765908470743468,1.7718037984716395e-06,0.43413867137103257,0.9024390243902439,0.5B,needle,9
32,256,32,0.125,0.12985346658892186,0.95868894659783,0.09389703960150315,0.1862255819374815,0.6951219512195121,0.5B,needle,9
64,256,64,0.25,0.3975134123429384,0.9889033644947366,0.00978952524882609,0.39775451264468914,0.926829268292683,0.5B,needle,9
64,256,64,0.25,0.3299816813698767,0.9833811644920097,0.021103169066446926,0.33217580564077626,0.9512195121951219,0.5B,needle,9
64,256,64,0.25,0.60429697112172,0.9842516000425465,0.31543723416331093,0.5925220345431776,0.8048780487804879,0.5B,needle,9
64,256,64,0.25,0.36087276247246386,0.9988302393352011,1.7718037984716395e-06,0.36087305035973016,0.9878048780487805,0.5B,needle,9
64,256,64,0.25,0.07179488245284403,0.9835861135618866,0.09389703960150315,0.13285071498822862,0.7682926829268293,0.5B,needle,9
128,256,128,0.5,0.4053425222357091,0.998488066627864,0.00978952524882609,0.40599952000769607,0.975609756097561,0.5B,needle,9
128,256,128,0.5,0.33109910475049137,0.9976670203969714,0.021103169066446926,0.33255169441570487,0.9634146341463414,0.5B,needle,9
128,256,128,0.5,0.5797634574585185,0.9978830234515607,0.31543723416331093,0.550631237454133,0.926829268292683,0.5B,needle,9
128,256,128,0.5,0.1625682429731302,0.9997237839687823,1.7718037984716395e-06,0.1625686506050125,1.0,0.5B,needle,9
128,256,128,0.5,0.026858801769604788,0.9981817015876331,0.09389703960150315,0.08513711776721565,0.8658536585365854,0.5B,needle,9
192,256,192,0.75,0.3343706174541915,0.9994966298390965,0.00978952524882609,0.3336105704687824,0.9878048780487805,0.5B,needle,9
192,256,192,0.75,0.28886582717372045,0.9991904486768773,0.021103169066446926,0.28708711610314747,0.975609756097561,0.5B,needle,9
192,256,192,0.75,0.5353982154643763,0.9994575654531682,0.31543723416331093,0.49768595252432063,0.9634146341463414,0.5B,needle,9
192,256,192,0.75,0.1153028361521444,0.9999627333577862,1.7718037984716395e-06,0.11530339425977301,0.9878048780487805,0.5B,needle,9
192,256,192,0.75,0.014042945216574862,0.9998337241605467,0.09389703960150315,0.08710444490852708,0.9634146341463414,0.5B,needle,9
