prompt,regime,layer,head,T,S,read_ratio,component_read_gain,rel_l2,cosine,js,topk_overlap,mass_retained,entropy,gini,pass_strict,pass_mod,pass_weak
short_qa,short,1,5,44,2,0.045454545454545456,22.0,1.6702029056640995,0.9520590134499795,0.31707213066260237,1.0,0.3350452323000625,2.972111189120436,0.6389985891329999,False,False,False
short_qa,short,1,5,44,4,0.09090909090909091,11.0,0.8380048351018423,0.9643816029808665,0.2048944113212578,1.0,0.5200224361566801,2.972111189120436,0.6389985891329999,False,False,False
short_qa,short,1,5,44,8,0.18181818181818182,5.5,0.5361967711997742,0.9751454640235927,0.1363267892341978,1.0,0.6579241104073692,2.972111189120436,0.6389985891329999,False,False,False
short_qa,short,1,5,44,16,0.36363636363636365,2.75,0.2580043873479741,0.988167753781149,0.06812249338689369,1.0,0.8167899042015947,2.972111189120436,0.6389985891329999,False,False,False
short_qa,short,1,5,44,32,0.7272727272727273,1.375,0.03784838597467246,0.9995419267196246,0.008235829451658384,1.0,0.976439027600694,2.972111189120436,0.6389985891329999,True,True,True
short_qa,short,1,6,44,1,0.022727272727272728,44.0,0.812771461489315,0.7182268998521112,0.3690243540849728,1.0,0.26433039486809373,2.3737557591088034,0.8142466855481124,False,False,False
short_qa,short,1,6,44,2,0.045454545454545456,22.0,0.39661489603109834,0.9669311567367695,0.25165768086026585,1.0,0.4371894311503649,2.3737557591088034,0.8142466855481124,False,False,False
short_qa,short,1,6,44,4,0.09090909090909091,11.0,0.44658758126262055,0.9856696424964521,0.13275103725100726,1.0,0.6656916509866856,2.3737557591088034,0.8142466855481124,False,False,False
short_qa,short,1,6,44,8,0.18181818181818182,5.5,0.19496892884930606,0.9965008611351582,0.04936131570834388,1.0,0.8646649778553854,2.3737557591088034,0.8142466855481124,False,False,True
short_qa,short,1,6,44,16,0.36363636363636365,2.75,0.057685884219137076,0.9991299417332135,0.012396835512256746,1.0,0.9646881349386276,2.3737557591088034,0.8142466855481124,False,True,True
short_qa,short,1,6,44,32,0.7272727272727273,1.375,0.00813198860530324,0.9999837753561923,0.001394406420580634,1.0,0.9959824265309799,2.3737557591088034,0.8142466855481124,True,True,True
short_qa,short,1,7,44,1,0.022727272727272728,44.0,0.6959861876582476,0.8045171845521149,0.4999417877709067,1.0,0.12226991689564098,3.3403442375045826,0.5096985583773495,False,False,False
short_qa,short,1,7,44,2,0.045454545454545456,22.0,0.4116972754088368,0.9274690288692796,0.426513676891332,1.0,0.19588622090096505,3.3403442375045826,0.5096985583773495,False,False,False
short_qa,short,1,7,44,4,0.09090909090909091,11.0,0.27493864108594385,0.9686653741898998,0.32102921524068606,1.0,0.32934695352209503,3.3403442375045826,0.5096985583773495,False,False,False
short_qa,short,1,7,44,8,0.18181818181818182,5.5,0.12550846785113906,0.9926164856889195,0.20224566747585976,1.0,0.5249757272860619,3.3403442375045826,0.5096985583773495,False,False,True
