dc,native_elems,latent_elems,bytes_ratio,rl2_latent,logit_spearman,rl2_sparse_orig,rl2_sparse_latent,sparse_support,regime,layer,T
64,1536,64,0.041666666666666664,0.03574093838589664,0.9999866448215433,0.010159740845046363,0.03756338243963527,1.0,doc,4,1024
64,1536,64,0.041666666666666664,0.026147922597844427,0.9999924227523065,0.030824778088485102,0.040068872878034456,1.0,doc,4,1024
64,1536,64,0.041666666666666664,0.032115376049037844,0.999988678831986,0.018586833330563206,0.03724498356039393,1.0,doc,4,1024
128,1536,128,0.08333333333333333,0.016441650539591224,0.9999966248837706,0.0022093206078577484,0.016019113322480398,1.0,doc,4,1024
128,1536,128,0.08333333333333333,0.015793362688242763,0.9999948143909589,0.010159740845046363,0.016614247887806643,1.0,doc,4,1024
128,1536,128,0.08333333333333333,0.008039070425174743,0.9999962002002716,0.030824778088485102,0.029984300426727725,1.0,doc,4,1024
128,1536,128,0.08333333333333333,0.014455258227156915,0.9999945685215648,0.018586833330563206,0.023605376716190257,1.0,doc,4,1024
256,1536,256,0.16666666666666666,0.0075345749791503125,0.9999973513160716,0.0022093206078577484,0.006661698137229741,1.0,doc,4,1024
256,1536,256,0.16666666666666666,0.0038268906463993207,0.9999969042808095,0.010159740845046363,0.010953668863806783,1.0,doc,4,1024
256,1536,256,0.16666666666666666,0.0029595219977631092,0.9999970272155065,0.030824778088485102,0.029952910255938964,1.0,doc,4,1024
256,1536,256,0.16666666666666666,0.0045453334590637735,0.9999963119590871,0.018586833330563206,0.018803101213885783,1.0,doc,4,1024
384,1536,384,0.25,0.005059589942494489,0.9999983124418852,0.0022093206078577484,0.0037407768742306878,1.0,doc,4,1024
384,1536,384,0.25,0.0023239908266351446,0.9999979212860308,0.010159740845046363,0.009588259191432821,1.0,doc,4,1024
384,1536,384,0.25,0.0018944506899107906,0.999997742471926,0.030824778088485102,0.030568897507126457,1.0,doc,4,1024
384,1536,384,0.25,0.002784557038813911,0.9999975189542949,0.018586833330563206,0.018166323946393836,1.0,doc,4,1024
512,1536,512,0.3333333333333333,0.0015548194265200988,0.9999992288641726,0.0022093206078577484,0.0029579296791351446,1.0,doc,4,1024
512,1536,512,0.3333333333333333,0.0017478662884063052,0.9999990500500677,0.010159740845046363,0.009377191421434157,1.0,doc,4,1024
512,1536,512,0.3333333333333333,0.0010336497990757496,0.99999849125599,0.030824778088485102,0.031014541153232177,1.0,doc,4,1024
512,1536,512,0.3333333333333333,0.0015947321511239876,0.999998893587726,0.018586833330563206,0.01827361742423043,1.0,doc,4,1024
768,1536,768,0.5,0.0005351733812327367,0.999999843537658,0.0022093206078577484,0.0024457130755274658,1.0,doc,4,1024
